Events
100
Subject,Context,Name,Time (s),Description
Knife-Expert,Left,Foot Strike,2.98,The instant the heel strikes the ground
Knife-Expert,Left,Foot Strike,5.09,The instant the heel strikes the ground
Knife-Expert,Left,Foot Strike,7.07,The instant the heel strikes the ground
Knife-Expert,Left,Foot Strike,8.95,The instant the heel strikes the ground
Knife-Expert,Left,Foot Strike,10.6,The instant the heel strikes the ground
Knife-Expert,Left,Foot Off,2.36,The instant the toe leaves the ground
Knife-Expert,Left,Foot Off,4.56,The instant the toe leaves the ground
Knife-Expert,Left,Foot Off,6.59,The instant the toe leaves the ground
Knife-Expert,Left,Foot Off,8.45,The instant the toe leaves the ground
Knife-Expert,Left,Foot Off,10.36,The instant the toe leaves the ground
Knife-Expert,Right,Foot Strike,1.83,The instant the heel strikes the ground
Knife-Expert,Right,Foot Strike,4.06,The instant the heel strikes the ground
Knife-Expert,Right,Foot Strike,6.12,The instant the heel strikes the ground
Knife-Expert,Right,Foot Strike,8.01,The instant the heel strikes the ground
Knife-Expert,Right,Foot Strike,9.86,The instant the heel strikes the ground
Knife-Expert,Right,Foot Off,1,The instant the toe leaves the ground
Knife-Expert,Right,Foot Off,3.48,The instant the toe leaves the ground
Knife-Expert,Right,Foot Off,5.47,The instant the toe leaves the ground
Knife-Expert,Right,Foot Off,7.5,The instant the toe leaves the ground
Knife-Expert,Right,Foot Off,9.39,The instant the toe leaves the ground

Trajectories
100
,,Knife-Expert:KnifeBlade-Base,,,Knife-Expert:KnifeBlade-Middle,,,Knife-Expert:KnifeBlade-Top,,,HR-Expert:HoningRod-Handle1,,,HR-Expert:HoningRod-Handle2,,,HR-Expert:HoningRod-Handle3,,,HR-Expert:HoningRod-Handle4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
133,0,3.85881,15.0074,189.461,13.9645,-46.1683,178.632,10.4163,-4.07095,178.892,9.20576,10.6465,338.534,5.74687,21.4799,402.655,10.4676,9.08179,369.992,22.9163,35.4643,430.093
134,0,3.79703,16.8628,189.365,13.9698,-44.3082,178.513,10.4117,-2.26156,178.659,9.70177,10.4323,338.553,6.23726,21.1647,402.647,10.8635,8.85213,370.003,23.5503,35.2203,430.086
135,0,3.73767,18.6867,189.14,13.8937,-42.4482,178.464,10.3885,-0.241835,178.6,10.1587,10.1878,338.482,6.68598,20.7724,402.792,11.5943,8.65962,370.061,24.158,35.1012,430.043
136,0,3.72844,20.7157,189.306,13.7035,-40.5093,178.683,10.3718,1.47328,178.696,10.7148,9.9962,338.401,7.54111,20.4603,402.813,12.2069,8.46784,370.107,24.7759,34.8942,430.039
137,0,3.89234,22.7421,189.246,14.0402,-38.6177,178.979,10.3242,3.46254,178.875,11.4038,9.76385,338.407,8.27558,20.3133,402.825,12.9685,8.18302,370.132,25.5611,34.5601,430.093
138,0,3.80677,24.7499,189.492,13.7766,-36.6623,179.123,10.4773,5.363,178.851,12.1928,9.36073,338.516,9.12699,19.8573,402.779,13.7993,7.84384,370.053,26.3524,34.1641,430.166
139,0,3.69532,26.5263,189.247,13.7229,-34.5625,179.066,10.2448,7.47303,178.839,12.7726,9.10919,338.563,9.76347,19.4325,402.823,14.5186,7.57048,370.03,27.1052,33.9603,430.077
140,0,4.13868,29.2328,188.808,13.6746,-32.5998,178.743,10.4176,9.52647,178.495,13.3959,8.89966,338.527,10.7022,19.1936,402.77,15.3136,7.27459,370.011,27.9088,33.7587,430.022
141,0,4.02636,30.9314,187.967,13.2079,-30.5164,178.422,10.1912,11.6882,178.198,13.9444,8.74557,338.423,11.3676,19.0713,402.742,15.8645,7.11216,370.014,28.573,33.5606,429.959
142,0,3.79526,33.0985,187.78,13.1945,-28.4364,177.964,10.0672,13.6813,177.685,14.5918,8.54457,338.443,11.9201,18.9689,402.848,16.5965,6.99485,369.991,29.4493,33.4093,429.99
143,0,3.56444,34.9169,187.385,13.0714,-26.4805,177.484,10.1291,15.7771,177.282,15.0539,8.4345,338.429,12.5315,18.7439,402.798,17.0123,6.84522,369.985,29.8953,33.2496,430.022
144,0,3.28044,36.7942,187.06,12.9659,-24.4615,177.093,10.1149,17.6527,176.876,15.4724,8.33453,338.43,13.0305,18.5949,402.771,17.4052,6.73343,369.992,30.3881,33.1217,430.015
145,0,3.13872,38.7371,186.793,13.0284,-22.5132,176.673,9.95926,19.6318,176.529,15.8087,8.2674,338.429,13.3413,18.5183,402.796,17.7222,6.64115,369.979,30.5896,33.015,429.99
146,0,3.29888,40.5992,186.569,12.5898,-20.6778,176.404,10.1055,21.5301,176.226,16.0966,8.15239,338.451,13.6404,18.4762,402.824,17.9459,6.53815,369.966,30.933,32.9097,429.979
147,0,3.05813,42.1241,186.209,12.6483,-18.749,175.945,9.85078,23.0912,175.786,16.3264,8.05176,338.451,13.995,18.3406,402.82,18.2865,6.38773,369.951,31.4753,32.8051,429.922
148,0,3.09432,44.4773,185.754,12.444,-16.788,175.511,9.87302,25.4806,175.252,16.6449,7.93893,338.48,14.5033,18.1852,402.751,18.7653,6.22534,369.958,31.9107,32.6655,429.956
149,0,2.41378,46.1336,185.505,12.3168,-15.0443,175.016,9.49401,27.1725,174.901,17.0571,7.82702,338.463,14.8846,18.0314,402.725,19.1477,6.09754,369.98,32.5104,32.5883,429.95
150,0,2.63077,48.1305,184.911,12.2819,-13.0109,174.329,9.54048,29.1276,174.282,17.4192,7.72225,338.433,15.1926,17.9492,402.743,19.5426,6.01204,369.974,33.002,32.4887,429.944
151,0,2.78897,50.1689,184.214,12.0421,-11.0852,173.591,9.52817,31.1242,173.559,17.7424,7.60562,338.406,15.6397,17.857,402.751,20.0977,5.92371,369.892,33.2642,32.323,429.891
152,0,2.63884,52.1188,183.533,12.1146,-9.14838,172.931,9.20751,33.0324,172.854,18.1683,7.50161,338.406,16.261,17.6877,402.667,20.4781,5.86715,369.862,33.6301,32.1845,429.873
153,0,2.85424,54.0601,182.863,12.1181,-7.13603,172.142,9.25239,34.9318,172.158,18.5037,7.45028,338.391,16.7574,17.547,402.644,20.6855,5.74385,369.834,33.9996,32.037,429.845
154,0,2.89211,56.1261,182.072,12.1827,-5.14937,171.232,9.11974,36.9561,171.342,18.8264,7.39091,338.38,17.0373,17.4645,402.652,21.0406,5.62273,369.843,34.3169,31.8954,429.809
155,0,3.87115,58.4974,181.076,12.0475,-3.19952,170.386,9.92827,39.2856,170.321,19.2272,7.31171,338.352,17.2722,17.4282,402.684,21.3619,5.52549,369.827,34.961,31.7616,429.811
156,0,3.89428,60.3001,180.171,12.1922,-1.04454,169.519,9.16813,40.9684,169.792,19.5959,7.24383,338.354,17.6744,17.3851,402.68,21.7488,5.49431,369.81,35.4894,31.7498,429.788
157,0,3.58678,62.3666,179.393,12.3372,1.07051,168.492,9.19252,43.0345,168.859,19.9211,7.21626,338.347,18.1972,17.3015,402.653,22.2783,5.48374,369.806,35.9056,31.7135,429.787
158,0,3.54069,64.5816,178.446,12.4427,3.26072,167.423,9.10314,45.3325,167.77,20.2939,7.22253,338.371,18.7416,17.3017,402.661,22.8692,5.47952,369.809,36.3681,31.7274,429.784
159,0,3.44364,66.838,177.513,12.5201,5.52712,166.192,9.17389,47.6762,166.647,20.7832,7.27566,338.37,19.2351,17.3198,402.704,23.2673,5.55143,369.76,36.7113,31.752,429.73
160,0,3.5486,69.1932,176.295,12.4194,8.00916,164.9,9.68035,50.1341,165.375,21.2364,7.33568,338.339,19.64,17.3948,402.684,23.6246,5.53844,369.775,37.1208,31.83,429.68
161,0,3.25931,71.7136,175.231,12.4636,10.5889,163.562,9.49249,52.7011,164.256,21.6201,7.38701,338.34,19.9868,17.4443,402.683,23.967,5.59733,369.746,37.7294,31.9811,429.641
162,0,2.90486,74.4461,174.058,12.588,13.372,162.155,9.22374,55.3926,162.943,21.9948,7.42435,338.36,20.4365,17.4932,402.681,24.2929,5.7405,369.658,38.2726,32.1676,429.607
163,0,2.7339,77.2334,172.858,12.679,16.3328,160.621,8.98464,58.3314,161.659,22.3463,7.48148,338.36,20.9323,17.6031,402.662,24.8696,5.94322,369.596,38.7587,32.32,429.568
164,0,2.40135,80.1567,171.714,12.3902,19.228,159.248,8.71199,61.3465,160.333,22.7535,7.56721,338.299,21.3666,17.7039,402.686,25.4439,6.06399,369.591,39.2406,32.4112,429.551
165,0,2.06591,83.2935,170.48,12.3958,22.3924,157.631,8.4786,64.5329,159.089,23.2206,7.63855,338.267,21.8682,17.8547,402.673,25.8061,6.1281,369.566,39.5259,32.4383,429.491
166,0,1.73594,86.4754,169.234,12.4211,25.7912,155.943,8.16824,67.8786,157.657,23.646,7.71709,338.269,22.3022,17.9596,402.67,26.1035,6.14882,369.559,39.8769,32.4555,429.44
167,0,1.29271,89.9386,167.84,12.3258,29.3392,154.256,7.73722,71.3735,156.225,23.966,7.80113,338.282,22.6344,18.0454,402.619,26.4961,6.16759,369.541,40.5486,32.4692,429.398
168,0,0.845286,93.4496,166.481,12.2959,32.9876,152.466,7.37158,74.9687,154.691,24.3455,7.83649,338.265,23.0649,18.0542,402.57,26.9038,6.21131,369.484,41.1418,32.5507,429.324
169,0,0.415252,96.8486,165.106,12.1201,36.6785,150.777,6.86013,78.6065,153.258,24.8128,7.84919,338.214,23.5018,17.9961,402.533,27.2526,6.16805,369.477,41.6528,32.5131,429.293
170,0,-0.195096,100.464,163.9,11.4437,40.1481,149.372,6.42626,82.2269,151.81,25.1955,7.8355,338.145,23.956,17.9479,402.494,27.7248,6.04605,369.528,42.1121,32.4838,429.283
171,0,-0.592149,103.984,162.732,11.3276,43.957,147.965,6.06313,85.7934,150.702,25.5346,7.81382,338.09,24.4654,17.8765,402.497,28.2145,5.94118,369.558,42.3922,32.3565,429.253
172,0,-1.11138,107.582,161.728,11.5576,47.6491,146.586,5.65723,89.433,149.562,25.9804,7.7498,338.054,24.9328,17.7652,402.507,28.5622,5.83513,369.543,42.8478,32.214,429.239
173,0,-0.566276,111.334,160.581,13.3606,51.6983,145.296,6.27173,93.2607,148.365,26.3637,7.57995,338.031,25.4517,17.4812,402.48,29.037,5.72404,369.498,43.2884,32.0077,429.214
174,0,0.51484,115.223,159.367,15.4365,55.9487,143.806,7.7801,97.2944,147.014,26.7171,7.39294,338.021,25.8082,17.2736,402.461,29.3655,5.59789,369.449,43.6912,31.7855,429.209
175,0,1.65289,118.829,158.316,17.5349,59.9595,142.466,9.01684,101.283,145.922,27.0928,7.18384,338.054,26.0377,17.1444,402.486,29.6793,5.41522,369.348,44.2384,31.5792,429.194
176,0,2.33452,122.576,157.724,18.9605,63.73,141.678,9.73001,105.001,145.089,27.4043,7.0101,338.08,26.2772,17.0188,402.51,30.0347,5.28095,369.285,44.6061,31.4165,429.161
177,0,2.92734,126.125,156.972,19.9318,67.3699,140.936,10.3814,108.639,144.341,27.5673,6.88605,338.086,26.6028,16.8525,402.488,30.3309,5.1167,369.273,44.8244,31.2929,429.135
178,0,3.57262,129.334,156.166,21.1906,71.0269,140.226,11.2452,111.909,143.71,27.705,6.76821,338.083,26.9264,16.6566,402.439,30.5777,4.9875,369.252,45.0984,31.1629,429.098
179,0,4.7653,132.692,155.745,23.05,74.375,139.507,12.6241,115.191,143.089,27.8868,6.61866,338.055,27.1533,16.4658,402.437,30.7606,4.84074,369.255,45.3738,30.9857,429.092
180,0,6.46931,135.751,155.277,25.1188,77.4439,138.992,14.0804,118.399,142.514,28.0843,6.51898,338.034,27.3722,16.2651,402.465,30.9896,4.6826,369.265,45.5277,30.7839,429.101
181,0,8.02116,138.338,154.604,27.4299,80.2755,138.209,15.6024,120.896,141.856,28.2774,6.37361,338.005,27.556,16.1265,402.491,31.2044,4.54036,369.294,45.6729,30.5725,429.078
182,0,9.55804,140.894,154.01,29.0138,82.8774,137.544,17.2636,123.324,141.329,28.4461,6.19218,337.986,27.7238,15.9672,402.489,31.3936,4.39654,369.322,45.8522,30.35,429.027
183,0,11.1982,142.568,153.737,31.0612,84.6242,137.363,18.6108,125.052,140.811,28.5733,6.04034,337.956,27.8952,15.7774,402.463,31.4816,4.25386,369.32,46.0864,30.1474,428.997
184,0,11.5614,142.965,154.352,32.4713,86.007,137.018,20.1746,126.472,140.753,28.6449,5.88365,337.943,28.0342,15.5841,402.426,31.5408,4.07719,369.341,46.2464,29.9211,429.03
185,0,11.4472,142.691,154.844,33.9638,86.7905,136.823,21.2609,127.221,140.572,28.6809,5.75511,337.926,28.0936,15.387,402.404,31.5572,3.9266,369.352,46.355,29.7887,429.022
186,0,13.3765,143.174,154.53,36.8286,86.7638,137.258,20.211,125.483,142.617,28.6758,5.6169,337.923,28.0919,15.2333,402.382,31.5329,3.78465,369.352,46.3869,29.6622,429.018
187,0,14.9911,142.151,155.02,38.818,86.5242,137.899,21.6002,125.089,143.104,28.6345,5.52393,337.908,28.0396,15.1122,402.384,31.467,3.66819,369.36,46.2948,29.5542,429.031
188,0,16.3919,141.265,155.799,40.4858,85.2572,138.326,23.0313,123.756,143.586,28.5557,5.45386,337.912,27.9089,15.0365,402.369,31.3373,3.57043,369.384,46.1286,29.4605,429.03
189,0,17.7895,139.597,156.529,38.758,82.1944,140.492,24.3021,122.038,144.349,28.4463,5.43724,337.914,27.7346,15.0013,402.377,31.1412,3.49611,369.401,45.8824,29.3625,429.051
190,0,18.9746,137.143,157.351,39.8206,79.8614,141.722,25.1961,119.676,145.311,28.3138,5.41718,337.921,27.4539,14.979,402.41,30.9016,3.43614,369.418,45.6395,29.3281,429.047
191,0,20.3441,134.662,157.985,41.0262,76.9026,142.825,26.9253,116.699,145.792,28.107,5.42643,337.922,27.1211,14.9607,402.444,30.6499,3.40749,369.424,45.425,29.3042,429.073
192,0,21.7864,131.22,159.429,41.7143,73.3959,144.615,27.5204,113.226,147.407,27.9036,5.44898,337.927,26.8688,14.9787,402.472,30.4141,3.38423,369.431,45.2463,29.2969,429.101
193,0,23.0381,127.492,161.171,42.7468,69.574,146.28,28.703,109.315,149.014,27.662,5.49093,337.946,26.6345,14.9874,402.515,30.2337,3.40005,369.441,45.0963,29.302,429.144
194,0,24.0854,123.285,163.174,42.256,64.7304,149.975,29.8306,105.212,151.267,27.4421,5.56079,337.962,26.4621,15.0057,402.529,30.0773,3.44208,369.457,44.7402,29.3943,429.19
195,0,26.1098,119.104,165.619,43.8113,60.2055,152.816,31.0705,100.503,154.195,27.1874,5.67836,337.992,26.277,15.0731,402.528,29.8054,3.53679,369.477,44.3448,29.4988,429.257
196,0,28.0104,114.683,168.023,45.916,55.6658,155.252,32.8598,95.7789,156.717,26.8115,5.79425,338.044,25.8842,15.2728,402.499,29.4646,3.69025,369.438,43.9473,29.6814,429.321
197,0,30.0805,110.044,170.763,47.7336,50.9274,158.406,34.3621,90.8563,159.958,26.316,5.90006,338.099,25.2962,15.5995,402.533,29.1221,3.86796,369.42,43.2646,29.9132,429.334
198,0,32.0203,105.274,173.689,48.6945,45.4756,162.734,35.9845,85.7168,163.015,25.9748,6.04037,338.157,24.7391,15.8753,402.478,28.5442,4.15361,369.379,42.8132,30.2187,429.318
199,0,33.8226,100.107,176.588,51.6297,40.9734,164.122,37.756,80.5944,166.167,25.4841,6.33457,338.115,24.2033,16.1071,402.475,27.8664,4.45756,369.445,42.193,30.5762,429.343
200,0,35.3648,94.8042,179.846,52.2545,34.9102,169.1,38.6057,74.8503,170.117,24.9531,6.75647,338.098,23.5087,16.4934,402.564,27.3185,4.80254,369.536,41.6923,30.9928,429.37
201,0,37.3838,89.4411,182.638,52.6513,28.8413,173.93,40.5931,69.4119,172.681,24.4473,7.14834,338.144,23.0922,16.9932,402.523,26.8076,5.29247,369.613,40.9921,31.4431,429.389
202,0,39.0451,84.3472,185.665,54.5435,23.7559,176.824,42.6777,64.4215,175.72,23.8666,7.50448,338.244,22.3209,17.6634,402.63,26.2586,5.82179,369.614,40.2069,32.0309,429.421
203,0,41.1277,79.4311,188.551,56.0616,18.3781,180.771,44.348,59.079,178.927,23.4241,7.88989,338.281,21.7561,17.9796,402.695,25.76,6.29959,369.57,39.4949,32.575,429.5
204,0,42.9876,74.1133,191.232,56.8195,12.7096,185.121,45.0097,53.7845,182.495,22.7653,8.49136,338.225,21.0244,18.6916,402.665,25.0545,6.75879,369.665,38.8914,33.0618,429.537
205,0,45.0981,68.5449,193.942,58.8964,7.95842,187.865,46.6417,48.329,185.195,22.2638,8.96976,338.247,20.4815,19.2319,402.553,24.4876,7.19349,369.685,38.3557,33.6956,429.464
206,0,47.7186,64.6822,195.526,60.5722,3.05739,190.389,48.7836,44.5792,186.768,21.7972,9.32713,338.378,19.8872,19.73,402.618,23.8717,7.86395,369.61,37.5815,34.2492,429.445
207,0,49.1469,60.1538,197.429,61.4919,-1.97123,193.115,49.6233,38.6178,189.683,21.3246,9.78275,338.391,19.3786,20.1943,402.509,23.4906,8.21185,369.65,36.9607,34.7535,429.476
208,0,49.8678,55.3491,199.048,62.3131,-6.55758,194.912,50.4832,34.1649,191.48,20.7903,10.2584,338.277,18.526,20.7638,402.556,22.9495,8.68043,369.703,36.5108,35.3387,429.479
209,0,50.971,51.0566,200.575,62.9485,-10.8503,196.675,50.7252,29.1794,193.599,20.4281,10.6289,338.261,18.0901,21.1333,402.557,22.5021,9.18444,369.73,35.9894,35.932,429.484
210,0,52.4612,48.0078,201.275,62.9459,-15.0466,198.827,51.8056,25.7096,194.897,20.0618,10.8849,338.301,17.8499,21.4961,402.553,22.0832,9.58507,369.697,35.5289,36.2326,429.539
211,0,52.1491,42.7782,204.616,63.4164,-18.9306,201.129,52.1293,21.8377,197.203,19.7143,11.1147,338.328,17.3969,21.9637,402.54,21.6548,9.90559,369.648,35.1896,36.5225,429.561
212,0,53.5521,39.8108,205.672,63.9546,-22.521,203.461,53.1766,18.3364,199.006,19.5341,11.3785,338.346,17.117,22.3237,402.509,21.4353,10.1386,369.631,34.7584,36.8585,429.526
213,0,54.7992,37.1816,206.675,64.6848,-25.8709,205.248,54.0386,15.3019,200.517,19.3484,11.6745,338.329,17.0175,22.638,402.469,21.3243,10.3182,369.625,34.4834,37.1945,429.462
214,0,55.3976,33.4819,208.07,65.7681,-28.4895,205.964,54.9451,12.2801,201.381,19.2224,11.9385,338.304,16.9033,22.871,402.451,21.2038,10.514,369.613,34.3402,37.4468,429.415
215,0,56.5307,31.7211,207.72,66.4082,-31.0269,206.101,55.4073,9.72583,201.564,19.119,12.1906,338.284,16.7481,23.036,402.497,21.0915,10.7344,369.586,34.258,37.6705,429.375
216,0,56.9177,29.2641,207.367,66.4724,-33.6057,205.483,55.8331,7.37281,201.105,19.0352,12.4023,338.281,16.6151,23.1621,402.51,20.9905,10.9269,369.578,34.1543,37.872,429.38
217,0,56.9052,26.9103,206.576,66.2338,-35.7083,203.816,55.7605,5.32651,200.036,18.9718,12.5498,338.291,16.52,23.2999,402.513,20.928,11.1429,369.555,34.063,38.0239,429.354
218,0,56.605,25.1158,204.986,65.4928,-37.5963,201.563,55.5511,3.53341,198.098,18.9532,12.6667,338.293,16.4826,23.4342,402.515,20.8274,11.2319,369.592,33.9969,38.1666,429.345
219,0,56.3424,23.5412,202.811,64.6161,-39.1706,198.698,54.7245,1.9636,195.976,18.9734,12.7524,338.294,16.4789,23.5281,402.519,20.8172,11.3578,369.588,34.0072,38.2856,429.331
220,0,55.5611,22.3057,201.012,63.5836,-40.3186,195.576,54.3619,0.903404,193.418,19.0051,12.8046,338.296,16.5186,23.5911,402.509,20.8391,11.4221,369.6,34.0632,38.3634,429.327
221,0,55.4306,21.1919,199.02,62.9601,-41.5643,192.884,53.7968,-0.0813401,191.176,19.0869,12.8424,338.312,16.5863,23.6265,402.531,20.9465,11.5009,369.567,34.1928,38.4136,429.317
222,0,54.9565,20.2582,197.541,62.3193,-42.6177,191.149,53.688,-0.932697,189.283,19.2107,12.8508,338.302,16.7255,23.6409,402.529,21.0752,11.4905,369.559,34.3883,38.4124,429.313
223,0,54.6471,19.2297,196.633,62.3175,-43.4899,189.75,53.3077,-1.77246,188.55,19.3658,12.8249,338.3,16.8911,23.6014,402.519,21.2165,11.3659,369.608,34.5851,38.3913,429.298
224,0,54.1621,18.3104,196.224,61.8554,-44.1257,189.151,52.5329,-2.82013,187.948,19.5537,12.7606,338.301,17.1535,23.5101,402.496,21.5232,11.332,369.595,34.832,38.3366,429.301
225,0,53.0072,17.3273,196.05,60.438,-45.0709,188.91,51.5596,-3.65948,187.71,19.8205,12.6457,338.289,17.4822,23.438,402.457,21.7841,11.1429,369.628,35.1822,38.2452,429.303
226,0,51.4034,16.2733,195.952,58.6869,-46.1162,188.927,50.1984,-4.4219,187.631,20.1586,12.4453,338.27,17.809,23.3117,402.459,22.0564,11.0047,369.645,35.6589,38.1258,429.313
227,0,49.9497,15.6674,195.544,56.7255,-46.9702,188.507,48.8131,-5.32504,186.904,20.6436,12.2205,338.251,18.1279,23.2322,402.513,22.521,10.8707,369.667,36.0222,37.9236,429.318
228,0,47.9189,14.5346,195.108,54.8186,-47.8098,187.794,46.7917,-6.16709,186.533,21.0153,12.0073,338.248,18.5371,23.0151,402.531,22.926,10.7417,369.634,36.3741,37.7126,429.313
229,0,46.0551,13.6863,194.45,52.1207,-48.7048,187.389,44.4868,-6.96035,185.953,21.3157,11.8427,338.227,19.1052,22.6743,402.519,23.2545,10.568,369.62,36.8017,37.4495,429.322
230,0,43.6767,12.9152,194.065,49.5239,-49.7006,186.822,42.187,-8.0201,185.425,21.6634,11.6747,338.222,19.5451,22.42,402.531,23.677,10.4337,369.597,36.9773,37.1529,429.326
231,0,42.0806,12.2509,193.303,47.0515,-50.43,186.213,39.9166,-8.59845,184.76,22.019,11.5317,338.173,19.8058,22.2685,402.511,23.952,10.1785,369.596,37.5687,36.8955,429.289
232,0,39.6539,11.5193,192.821,44.5597,-51.3028,185.487,38.2697,-9.09912,183.766,22.2762,11.4256,338.116,20.2183,22.0306,402.484,24.2948,9.90308,369.516,38.2154,36.6842,429.224
233,0,39.6605,11.0391,192.164,45.2832,-51.5388,184.548,38.2332,-9.55648,183.05,22.5141,11.2104,338.125,20.4937,21.8033,402.411,24.5908,9.64374,369.494,38.4583,36.4508,429.184
234,0,39.9061,10.6797,191.515,45.9419,-51.7194,183.814,38.4357,-9.8931,182.342,22.648,11.0333,338.143,20.5946,21.6379,402.383,24.7277,9.47812,369.469,38.5531,36.2577,429.173
235,0,40.201,10.7174,191.181,46.4734,-51.7872,183.512,38.6874,-9.83269,181.949,22.6759,10.9097,338.157,20.619,21.4997,402.396,24.7283,9.3552,369.467,38.5734,36.0913,429.19
236,0,40.1989,10.7065,191.217,46.5148,-51.7827,183.606,38.6422,-9.82087,181.926,22.5728,10.8534,338.174,20.5499,21.4724,402.401,24.6218,9.31804,369.475,38.4863,36.0159,429.2
237,0,40.1753,10.7769,191.185,46.3415,-51.7536,183.638,38.5754,-9.72764,181.835,22.2873,10.9491,338.179,20.3517,21.5804,402.43,24.3164,9.3808,369.528,38.2825,36.1014,429.214
238,0,39.8862,10.8882,191.136,45.8889,-51.6323,183.584,38.2432,-9.59361,181.727,21.935,11.0839,338.191,19.9238,21.7871,402.503,23.9725,9.56258,369.584,37.8871,36.2389,429.247
239,0,39.5349,11.1403,191.036,45.3563,-51.3908,183.407,37.8488,-9.31875,181.568,21.6241,11.2288,338.174,19.5036,22.0121,402.583,23.5221,9.79374,369.675,37.1933,36.4142,429.318
240,0,38.9946,11.386,191.003,45.0027,-51.1004,182.871,37.2653,-9.05025,181.476,21.194,11.4161,338.182,19.044,22.1665,402.573,23.0128,10.0107,369.674,36.7263,36.6617,429.38
241,0,38.8152,11.5974,190.809,44.0286,-51.1379,182.771,37.0428,-8.81613,181.223,20.7847,11.6443,338.226,18.3278,22.5799,402.551,22.517,10.2535,369.704,36.2573,36.9891,429.411
242,0,38.2165,11.5845,190.773,43.1068,-50.9712,182.639,36.4009,-8.80627,181.128,20.0865,11.9816,338.257,17.6107,22.9736,402.509,21.8118,10.6481,369.639,35.6906,37.4172,429.419
243,0,37.7823,11.6595,190.704,42.698,-50.7321,182.233,35.9236,-8.70844,181.001,19.3446,12.5132,338.294,16.845,23.2895,402.52,21.1367,11.0232,369.57,34.6959,37.832,429.329
244,0,37.0726,11.8749,190.929,41.9833,-50.518,182.063,35.1707,-8.47032,181.166,18.6471,12.8265,338.345,15.9416,23.7718,402.46,20.2658,11.5208,369.676,33.6414,38.2202,429.357
245,0,36.4533,12.1111,191.038,40.8737,-50.3108,182.351,34.5083,-8.2114,181.216,17.6579,13.1947,338.378,14.7351,24.4623,402.523,19.1333,11.9158,369.907,32.8363,38.8654,429.398
246,0,36.3146,12.7121,191.086,40.017,-49.8281,182.689,34.3264,-7.58764,181.205,16.6937,13.841,338.279,13.7862,24.9315,402.6,18.1034,12.4509,369.828,31.425,39.4667,429.475
247,0,35.524,13.3373,191.61,39.02,-49.2851,183.296,33.4927,-6.93959,181.67,15.7699,14.3052,338.432,12.5795,25.6441,402.4,17.1385,13.14,369.693,30.4162,40.0506,429.466
248,0,35.2465,14.1476,191.719,38.0616,-48.5725,183.843,33.172,-6.10658,181.72,14.8396,14.8228,338.386,11.5693,26.174,402.416,15.9065,13.6722,369.813,29.1413,40.832,429.369
249,0,34.5684,14.9739,192.041,37.2632,-47.6274,184.009,33.2705,-4.66813,181.269,13.8301,15.3607,338.339,10.4977,27.1142,402.39,14.9001,14.2565,369.802,27.983,41.2805,429.542
250,0,34.1599,16.175,191.876,36.5154,-46.7012,184.038,31.6604,-4.44832,182.441,12.8984,15.7369,338.399,9.33961,27.5005,402.369,13.9417,14.7164,369.835,26.9636,42.0539,429.522
251,0,33.622,17.2175,191.601,35.6989,-45.5574,183.938,31.039,-3.23449,182.325,11.9936,16.2288,338.366,8.4017,28.034,402.309,13.0462,15.3075,369.624,25.786,42.4166,429.497
252,0,33.2031,18.4239,191.502,35.0512,-44.3116,183.738,30.5318,-1.96814,182.4,11.265,16.7254,338.299,7.59749,28.7384,401.988,12.3083,15.7777,369.561,24.917,42.8329,429.449
253,0,31.8148,19.3699,191.802,34.5285,-42.9559,183.163,29.9803,-0.60065,181.751,10.5708,16.9749,338.306,6.83836,28.9718,402.034,11.6384,16.1996,369.496,24.171,43.4421,429.392
254,0,32.1058,21.1266,190.535,34.1752,-41.5091,182.511,29.4805,0.736851,181.215,9.87148,17.2755,338.36,5.99157,29.5061,402.064,10.7919,16.557,369.516,23.2256,43.7449,429.434
255,0,31.6224,22.7522,190.06,33.6413,-39.9664,181.791,28.1437,1.72994,181.558,9.18146,17.6441,338.361,5.35584,29.9232,401.873,9.92095,16.774,369.625,22.2999,44.0177,429.493
256,0,31.1666,24.3691,189.455,33.0754,-38.3354,181.039,28.4713,3.79106,180.255,8.40747,17.9951,338.343,4.2185,30.1143,402.029,9.13956,17.1033,369.715,21.6116,44.4894,429.446
257,0,30.5434,25.8498,189.271,32.8734,-36.795,180.486,28.0846,5.42246,179.78,7.82929,18.2078,338.353,3.66523,30.3846,401.919,8.57002,17.3994,369.645,20.8706,44.8388,429.42
258,0,30.3142,27.5345,188.902,32.5124,-35.2442,180.399,27.8889,7.06899,179.644,7.24099,18.3888,338.3,2.9049,30.8554,401.945,7.88983,17.8045,369.559,20.0432,45.0133,429.465
259,0,29.8159,28.9516,189.038,32.459,-33.2992,180.436,27.597,8.79599,179.543,6.63816,18.6383,338.302,2.35418,31.1928,401.747,7.17471,17.9683,369.508,19.3362,45.2651,429.494
260,0,27.8862,29.4907,190.405,31.9132,-31.5882,180.572,26.7176,10.4647,179.718,5.9293,18.8312,338.248,1.56223,31.2623,401.668,6.51631,18.049,369.586,18.6417,45.504,429.449
